ExternalId,Name,Account_ExternalId__c,StageName,CloseDate,Amount
OPP001148,Clearwater Benefits Group — New Business 2026,ACC000148,Negotiation/Review,2026-09-26,162139
OPP001149,Redwood Assurance Co. — Upgrade 2026,ACC000149,Closed Won,2026-09-27,162276
OPP001150,Oakridge Financial Partners — Upsell 2026,ACC000150,Closed Lost,2026-09-28,162413
OPP001151,Sunrise Financial Group — Renewal 2026,ACC000151,Prospecting,2026-09-29,162550
OPP001152,Meridian Life Partners — Expansion 2026,ACC000152,Qualification,2026-09-30,162687
OPP001153,Pacific Coast Assurance — New Business 2026,ACC000153,Needs Analysis,2026-10-01,
OPP001154,BlueSky Protection Services — Upgrade 2026,ACC000154,Value Proposition,2026-10-02,162961
OPP001155,Cornerstone Risk Management — Upsell 2026,ACC000155,Id. Decision Makers,2026-10-03,163098
OPP001156,Evergreen Coverage Co. — Renewal 2026,ACC000156,Perception Analysis,2026-10-04,163235
OPP001157,Pinnacle Insurance Brokers — Expansion 2026,ACC000157,Proposal/Price Quote,2026-10-05,163372
OPP001158,Heritage Mutual Group — New Business 2026,,Negotiation/Review,2026-10-06,163509
OPP001159,Coastal Risk Advisors — Upgrade 2026,ACC000159,Closed Won,2026-10-07,
OPP001160,Summit Protection Alliance — Upsell 2026,ACC000160,Closed Lost,2026-10-08,163783
OPP001161,Lighthouse Insurance Services — Renewal 2026,ACC000161,Prospecting,2026-10-09,163920
OPP001162,Cascade Financial Security — Expansion 2026,ACC000162,Qualification,2026-10-10,164057
OPP001163,Premier Risk Solutions — New Business 2026,ACC000163,Needs Analysis,2026-10-11,164194
OPP001164,Horizon Assurance Group — Upgrade 2026,ACC000164,Value Proposition,2026-10-12,164331
OPP001165,Keystone Benefits Co. — Upsell 2026,ACC000165,Id. Decision Makers,2026-10-13,
OPP001166,Streamline Coverage Partners — Renewal 2026,ACC000166,Perception Analysis,2026-10-14,164605
OPP001167,Apex Insurance Holdings — Expansion 2026,ACC000167,Proposal/Price Quote,2026-10-15,164742
OPP001168,Valley Risk Management — New Business 2026,ACC000168,Negotiation/Review,2026-10-16,164879
OPP001169,Crestview Financial Services — Upgrade 2026,ACC000169,Closed Won,2026-10-17,165016
OPP001170,Lakeside Protection Group — Upsell 2026,ACC000170,Closed Lost,2026-10-18,165153
OPP001171,Sterling Risk Partners — Renewal 2026,,Prospecting,2026-10-19,
OPP001172,Westpoint Insurance Alliance — Expansion 2026,ACC000172,Qualification,2026-10-20,165427
OPP001173,Clearwater Benefits Group — New Business 2026,ACC000173,Needs Analysis,2026-10-21,165564
OPP001174,Redwood Assurance Co. — Upgrade 2026,ACC000174,Value Proposition,2026-10-22,165701
OPP001175,Oakridge Financial Partners — Upsell 2026,ACC000175,Id. Decision Makers,2026-10-23,165838
OPP001176,Sunrise Financial Group — Renewal 2026,ACC000176,Perception Analysis,2026-10-24,165975
OPP001177,Meridian Life Partners — Expansion 2026,ACC000177,Proposal/Price Quote,2026-10-25,
OPP001178,Pacific Coast Assurance — New Business 2026,ACC000178,Negotiation/Review,2026-10-26,166249
OPP001179,BlueSky Protection Services — Upgrade 2026,ACC000179,Closed Won,2026-10-27,166386
OPP001180,Cornerstone Risk Management — Upsell 2026,ACC000180,Closed Lost,2026-10-28,166523
OPP001181,Evergreen Coverage Co. — Renewal 2026,ACC000181,Prospecting,2026-10-29,166660
OPP001182,Pinnacle Insurance Brokers — Expansion 2026,ACC000182,Qualification,2026-10-30,166797
OPP001183,Heritage Mutual Group — New Business 2026,ACC000183,Needs Analysis,2026-10-31,
OPP001184,Coastal Risk Advisors — Upgrade 2026,,Value Proposition,2026-11-01,167071
OPP001185,Summit Protection Alliance — Upsell 2026,ACC000185,Id. Decision Makers,2026-11-02,167208
OPP001186,Lighthouse Insurance Services — Renewal 2026,ACC000186,Perception Analysis,2026-11-03,167345
OPP001187,Cascade Financial Security — Expansion 2026,ACC000187,Proposal/Price Quote,2026-11-04,167482
OPP001188,Premier Risk Solutions — New Business 2026,ACC000188,Negotiation/Review,2026-11-05,167619
OPP001189,Horizon Assurance Group — Upgrade 2026,ACC000189,Closed Won,2026-11-06,
OPP001190,Keystone Benefits Co. — Upsell 2026,ACC000190,Closed Lost,2026-11-07,167893
OPP001191,Streamline Coverage Partners — Renewal 2026,ACC000191,Prospecting,2026-11-08,168030
OPP001192,Apex Insurance Holdings — Expansion 2026,ACC000192,Qualification,2026-11-09,168167
OPP001193,Valley Risk Management — New Business 2026,ACC000193,Needs Analysis,2026-11-10,168304
OPP001194,Crestview Financial Services — Upgrade 2026,ACC000194,Value Proposition,2026-11-11,168441
OPP001195,Lakeside Protection Group — Upsell 2026,ACC000195,Id. Decision Makers,2026-11-12,
OPP001196,Sterling Risk Partners — Renewal 2026,ACC000196,Perception Analysis,2026-11-13,168715
OPP001197,Westpoint Insurance Alliance — Expansion 2026,,Proposal/Price Quote,2026-11-14,168852
OPP001198,Clearwater Benefits Group — New Business 2026,ACC000198,Negotiation/Review,2026-11-15,168989
OPP001199,Redwood Assurance Co. — Upgrade 2026,ACC000199,Closed Won,2026-11-16,169126
OPP001200,Oakridge Financial Partners — Upsell 2026,ACC000200,Closed Lost,2026-11-17,169263
